,investor,cryptocurrency,announced_on
2963,1119,DWZ,2021-02
2964,1119,FLEX,2019-08
2965,1119,HGET,2020-08
2966,1119,KEX,2020-12
2967,1119,LEV,2021-04
2968,1119,LINA,2020-09
2969,1119,MAKI,2021-04
2970,1119,MARSH,2021-03
2971,1119,MATH,2020-12
2972,1119,PHTR,2021-04
2973,1119,POLS,2020-09
2974,1119,RAZOR,2020-11
2975,1119,REEF,2020-09
2976,1119,SHLD,2021-05
2977,1119,STAKE,2019-08
2978,1119,TIDAL,2020-12
2979,1119,TROY,2019-07
2980,1119,TSX,2021-04
2981,1119,TVK,2020-11
2982,1119,VEGA,2019-10
2983,1119,erowan,2020-08
2984,1120,SENSE,2016-08
2985,1121,NMC,2017-05
2986,1122,ARIA20,2021-03
2987,1123,$COIN,2018-06
2988,1123,AAVE,2021-01
2989,1123,ADA,2017-10
2990,1123,ANT,2017-05
2991,1123,BNT,2017-06
2992,1123,BTT,2019-01
2993,1123,CENNZ,2017-10
2994,1123,DOT,2020-08
2995,1123,FIL,2017-08
2996,1123,GLM,2016-11
2997,1123,GNO,2017-04
2998,1123,ICX,2017-09
2999,1123,KRT,2020-07
3000,1123,LSK,2016-03
3001,1123,LUNA,2020-07
3002,1123,NTK,2018-01
3003,1123,OMG,2017-04
3004,1123,PAY,2017-06
3005,1123,QTUM,2017-03
3006,1123,SDT,2020-07
3007,1123,SNT,2017-06
3008,1123,SPIKE,2018-08
3009,1123,SRN,2017-12
3010,1123,UNI,2021-01
3011,1123,UTNP,2017-12
3012,1123,VBNT,2017-06
3013,1123,WAXP,2017-11
3014,1123,XRP,2017-04
3015,1123,XST,2017-01
3016,1123,ZRX,2017-06
3017,1124,CXO,2014-07
3018,1124,RIF,2016-10
3019,1125,TOTM,2021-03
3020,1126,AMM,2016-03
3021,1127,POOL,2021-05
3022,1128,FLEX,2021-02
3023,1128,ZRX,2021-02
3024,1129,RLY,2018-09
3025,1130,TFUEL,2017-11
3026,1130,THETA,2017-11
3027,1130,ZRX,2017-06
3028,1131,RLY,2020-12
3029,1132,MOBI,2018-01
3030,1133,HUM,2019-11
3031,1134,IFT,2015-10
3032,1135,CELO,2018-06
3033,1135,FIL,2014-07
3034,1135,GTC,2021-04
3035,1135,INST,2019-10
3036,1135,NMR,2016-04
3037,1135,RAD,2021-02
3038,1135,RLY,2012-06
3039,1135,SI,2021-03
3040,1135,STX,2014-11
3041,1135,XCH,2018-03
3042,1136,ZFL,2021-02
3043,1137,AUCTION,2019-03
3044,1138,ARMOR,2011-09
3045,1138,arNXM,2011-09
3046,1139,GMEE,2016-04
3047,1140,SHX,2018-07
3048,1141,BVOL,2021-07
3049,1141,FTT,2021-07
3050,1141,HEDGE,2021-07
3051,1141,RAISE,2015-01
3052,1142,CBAT,2020-01
3053,1142,CCOMP,2020-01
3054,1142,CDAI,2020-01
3055,1142,COMP,2020-01
3056,1142,CREP,2020-01
3057,1142,CUNI,2020-01
3058,1142,CWBTC,2020-01
3059,1142,CZRX,2020-01
3060,1143,UBXT,2021-01
3061,1144,CWAP,2021-05
3062,1145,FIN,2020-03
3063,1146,FIN,2020-03
3064,1147,ICX,2020-08
3065,1148,OPT,2020-07
3066,1149,RLY,2019-12
3067,1150,1INCH,2020-12
3068,1150,AMPL,2018-12
3069,1150,CELO,2018-06
3070,1150,FORTH,2018-12
3071,1150,LQTY,2021-03
3072,1150,NU,2017-12
3073,1150,ZRX,2021-02
3074,1151,ETN,2017-11
3075,1152,BOX,2018-06
3076,1152,DOT,2017-10
3077,1152,GZIL,2017-11
3078,1152,LINK,2017-09
3079,1152,LOOM,2018-01
3080,1152,OMG,2017-06
3081,1152,PLA,2018-11
3082,1152,QTUM,2017-01
3083,1152,RDN,2017-10
3084,1152,TFUEL,2017-11
3085,1152,THETA,2017-11
3086,1152,ZIL,2017-11
3087,1153,FTM,2018-06
3088,1153,WFTM,2018-06
3089,1154,CELO,2018-06
3090,1155,AAC,2017-12
3091,1155,BIX,2017-11
3092,1155,BOX,2018-06
3093,1155,CEN,2018-05
3094,1155,DDD,2017-11
3095,1155,DPY,2011-12
3096,1155,ELF,2017-11
3097,1155,GEM,2018-01
3098,1155,GNX,2017-11
3099,1155,GTO,2017-11
3100,1155,GZIL,2017-11
3101,1155,HT,2017-11
3102,1155,HUB,2018-06
3103,1155,IOST,2018-01
3104,1155,LBTC,2017-11
3105,1155,MDT,2017-12
3106,1155,MEET,2018-01
3107,1155,MXC,2018-07
3108,1155,NKN,2018-03
3109,1155,PST,2017-11
3110,1155,QUN,2017-12
3111,1155,TCH,2017-11
3112,1155,TFUEL,2017-11
3113,1155,THETA,2017-11
3114,1155,TNB,2017-11
3115,1155,TRIO,2018-02
3116,1155,WAXP,2017-12
3117,1155,ZIL,2017-11
3118,1156,TBC,2021-04
3119,1157,CWAP,2021-05
3120,1158,OCEAN,2018-03
3121,1159,QSP,2019-03
3122,1160,CLOUT,2021-03
3123,1161,UGAS,2018-07
3124,1162,LPT,2019-06
3125,1163,ICX,2021-08
3126,1163,SENSE,2016-08
3127,1164,UGAS,2018-07
3128,1165,LPT,2019-06
3129,1165,NU,2018-04
3130,1166,wSIENNA,2021-05
3131,1167,NMR,2016-04
3132,1167,XRP,2015-05
3133,1168,PAX,2020-12
3134,1168,PAXG,2020-12
3135,1169,CAS,2020-09
3136,1170,MIX,2019-01
3137,1171,ANKR,2018-06
3138,1171,INJ,2020-07
3139,1171,TRIO,2018-02
3140,1172,UGAS,2018-07
3141,1173,DVF,2021-05
3142,1173,GDT,2021-04
3143,1173,KRT,2018-08
3144,1173,LUNA,2018-08
3145,1173,SDT,2018-08
3146,1174,ANKR,2017-11
3147,1174,OGN,2018-02
3148,1174,TOL,2018-09
3149,1175,PAX,2021-04
3150,1175,PAXG,2021-04
3151,1176,ICX,2018-10
3152,1177,ETHA,2021-03
3153,1178,BLOC,2018-07
3154,1178,DREP,2018-06
3155,1178,EQUAD,2018-07
3156,1178,FTM,2018-06
3157,1178,LRC,2017-08
3158,1178,NCC,2018-02
3159,1178,TT,2018-04
3160,1178,WFTM,2018-06
3161,1179,SHFT,2018-06
3162,1180,CSP,2018-09
3163,1181,GMEE,2021-05
3164,1182,STMX,2021-04
3165,1183,HPB,2018-06
3166,1184,AMM,2016-03
3167,1185,STX,2019-09
3168,1186,AUCTION,2019-06
3169,1186,HNS,2018-10
3170,1187,AR,2018-06
3171,1187,BVOL,2019-08
3172,1187,CRE,2018-05
3173,1187,FTT,2019-08
3174,1187,GZIL,2017-12
3175,1187,HEDGE,2019-08
3176,1187,MPL,2020-12
3177,1187,OGN,2018-04
3178,1187,RAZOR,2020-11
3179,1187,STEP,2021-04
3180,1187,TLM,2021-03
3181,1187,ZIL,2017-12
3182,1188,SPIKE,2016-09
3183,1189,STMX,2021-07
3184,1190,BUX,2021-04
3185,1191,PTOY,2019-08
3186,1192,BIA,2019-04
3187,1192,ETHA,2021-03
3188,1192,KEX,2020-12
3189,1192,PENDLE,2021-05
3190,1192,RAZOR,2020-11
3191,1193,TBC,2021-04
3192,1194,CXO,2016-01
3193,1195,GMEE,2015-07
3194,1196,BOSON,2019-09
3195,1196,DIA,2020-08
3196,1196,EMT,2020-11
3197,1196,FET,2018-06
3198,1196,MEM,2021-05
3199,1196,OCEAN,2018-01
3200,1196,TANGO,2020-06
3201,1196,ZINC,2020-03
3202,1197,BOSON,2019-09
3203,1197,DIA,2019-09
3204,1197,EMT,2020-11
3205,1197,TANGO,2020-06
3206,1197,TAP,2020-06
3207,1197,ZINC,2020-03
3208,1198,HBAR,2018-08
3209,1198,OGN,2018-04
3210,1198,SHX,2018-07
3211,1198,SKL,2018-10
3212,1198,STX,2017-12
3213,1199,HUM,2019-07
3214,1200,USF,2021-03
3215,1201,YLD,2020-12
3216,1202,LINA,2020-09
3217,1203,DMD,2017-03
3218,1204,GO,2018-04
3219,1204,XRP,2017-04
3220,1205,CGT,2021-07
3221,1206,SHIFT,2019-12
3222,1207,AXS,2019-11
3223,1207,SLP,2019-11
3224,1208,SHIFT,2014-05
3225,1209,1INCH,2020-12
3226,1209,AMPL,2018-03
3227,1209,ANKR,2018-06
3228,1209,API3,2020-11
3229,1209,ART,2017-09
3230,1209,AUCTION,2020-03
3231,1209,AUDIO,2018-08
3232,1209,BAL,2021-02
3233,1209,CEN,2018-06
3234,1209,CLOUT,2021-03
3235,1209,CVC,2016-01
3236,1209,DMT,2017-12
3237,1209,DODO,2020-10
3238,1209,DOT,2017-10
3239,1209,ENG,2018-10
3240,1209,FLX,2021-02
3241,1209,FORTH,2018-03
3242,1209,FOX,2017-03
3243,1209,FUN,2017-07
3244,1209,GDT,2020-11
3245,1209,INJ,2020-07
3246,1209,INST,2019-10
3247,1209,KRT,2021-01
3248,1209,LQTY,2021-03
3249,1209,LUNA,2021-01
3250,1209,MITH,2018-01
3251,1209,MTRG,2019-05
3252,1209,NEAR,2019-07
3253,1209,OGN,2017-12
3254,1209,PTF,2020-09
3255,1209,RAI,2021-02
3256,1209,SDT,2021-01
3257,1209,TT,2019-02
3258,1209,VEGA,2019-10
3259,1209,VPP,2021-04
3260,1209,XRP,2013-05
3261,1209,ZEC,2016-01
3262,1209,ZRX,2021-02
3263,1209,eMTRG,2019-05
3264,1210,CELR,2019-03
3265,1211,1INCH,2020-12
3266,1211,AAVE,2020-07
3267,1211,BOND,2020-09
3268,1211,DIGG,2021-03
3269,1211,DPI,2021-05
3270,1211,DVF,2020-08
3271,1211,GRT,2020-06
3272,1211,INSUR,2020-10
3273,1211,MVI,2021-05
3274,1211,NFTI,2021-05
3275,1211,POOL,2020-10
3276,1211,RAD,2021-02
3277,1211,RAMP,2020-08
3278,1211,SLRS,2021-07
3279,1211,SOL,2021-06
3280,1211,UNI,2020-08
3281,1211,VEGA,2021-03
3282,1211,YGG,2021-06
3283,1212,ATOM,2019-01
3284,1212,BVOL,2021-07
3285,1212,CBAT,2019-11
3286,1212,CCOMP,2019-11
3287,1212,CDAI,2019-11
3288,1212,COMP,2019-11
3289,1212,CREP,2019-11
3290,1212,CUNI,2019-11
3291,1212,CWBTC,2019-11
3292,1212,CZRX,2019-11
3293,1212,FLX,2020-08
3294,1212,FTT,2021-07
3295,1212,GTC,2021-04
3296,1212,HEDGE,2021-07
3297,1212,KEEP,2020-04
3298,1212,LDO,2021-05
3299,1212,MINA,2019-04
3300,1212,MKR,2019-12
3301,1212,NMR,2019-03
3302,1212,RAI,2020-08
3303,1212,SBTC,2020-12
3304,1212,SC,2020-09
3305,1212,SETH,2020-12
3306,1212,SNX,2020-12
3307,1212,STETH,2021-05
3308,1212,UNI,2020-08
3309,1212,sLINK,2020-12
3310,1213,PENDLE,2021-05
3311,1213,ZIG,2021-04
3312,1214,DMD,2017-03
3313,1215,ASAP,2021-04
3314,1216,MARSH,2021-03
3315,1217,DPI,2018-12
3316,1217,MVI,2018-12
3317,1217,NFTI,2018-12
3318,1218,NRVE,2012-07
3319,1219,SOL,2019-07
3320,1220,ARMOR,2011-03
3321,1220,arNXM,2011-03
3322,1221,CREA,2019-06
3323,1221,XRP,2013-04
3324,1222,BEAM,2021-05
3325,1223,CXO,2020-06
3326,1224,OMG,2017-06
3327,1225,REP,2015-07
3328,1226,CONV,2021-02
3329,1227,PAX,2020-12
3330,1227,PAXG,2020-12
3331,1227,RAISE,2017-09
3332,1228,CHEX,2021-02
3333,1229,RLY,2019-12
3334,1230,BXX,2018-09
3335,1231,TBC,2021-04
3336,1232,NMR,2016-04
3337,1233,NRVE,2012-07
3338,1234,ID,2012-01
3339,1235,VGX,2018-06
3340,1236,DDX,2020-07
3341,1237,MARSH,2021-03
3342,1238,MoFi,2021-04
3343,1239,ASP,2018-03
3344,1239,CREA,2019-06
3345,1239,GASP,2018-03
3346,1240,ALGO,2018-02
3347,1240,LBC,2016-08
3348,1241,ASP,2018-03
3349,1241,GASP,2018-03
3350,1241,KRT,2021-06
3351,1241,LUNA,2021-06
3352,1241,QSP,2019-03
3353,1241,SDT,2021-06
3354,1242,API3,2020-11
3355,1242,BAL,2020-03
3356,1242,BETH,2017-01
3357,1242,DCR,2018-06
3358,1242,DOT,2019-06
3359,1242,ETH,2017-01
3360,1242,FIL,2017-09
3361,1242,FOAM,2020-01
3362,1242,FST,2021-01
3363,1242,MKR,2019-02
3364,1242,MLN,2019-01
3365,1242,NMR,2019-03
3366,1242,NXM,2021-02
3367,1242,RAD,2021-02
3368,1242,UMA,2019-02
3369,1242,ZEC,2018-01
3370,1242,ZRX,2017-10
3371,1243,BLZ,2016-03
3372,1243,GZIL,2017-11
3373,1243,KNC,2017-09
3374,1243,KNCL,2017-09
3375,1243,REQ,2017-03
3376,1243,ZIL,2017-11
3377,1244,NMR,2016-04
3378,1245,BOSON,2021-03
3379,1246,TBC,2021-04
3380,1247,ENG,2016-09
3381,1248,CVC,2017-02
3382,1248,SENSE,2016-08
3383,1248,STMX,2021-04
3384,1249,$KING,2020-10
3385,1250,BNB,2017-11
3386,1250,DASH,2017-06
3387,1251,ETHA,2021-03
3388,1252,HNS,2016-03
3389,1253,ALGO,2018-10
3390,1254,AVAX,2019-02
3391,1254,CBAT,2018-05
3392,1254,CCOMP,2018-05
3393,1254,CDAI,2018-05
3394,1254,CELO,2018-06
3395,1254,CKB,2018-07
3396,1254,CLOUT,2021-03
3397,1254,COMP,2018-05
3398,1254,CREP,2018-05
3399,1254,CUNI,2018-05
3400,1254,CWBTC,2018-05
3401,1254,CZRX,2018-05
3402,1254,DDX,2020-07
3403,1254,DFX,2021-02
3404,1254,DIGG,2021-03
3405,1254,DOT,2017-10
3406,1254,FLEX,2019-03
3407,1254,ICP,2018-02
3408,1254,KEEP,2018-04
3409,1254,KRT,2018-08
3410,1254,LQTY,2020-09
3411,1254,LUNA,2018-08
3412,1254,MKR,2017-12
3413,1254,MPL,2021-03
3414,1254,NU,2017-12
3415,1254,OGO,2018-06
3416,1254,OXT,2017-10
3417,1254,RDN,2017-10
3418,1254,REN,2018-02
3419,1254,RENFIL,2018-02
3420,1254,SDT,2018-08
3421,1254,SOL,2021-06
3422,1254,STKR,2019-08
3423,1255,DG,2021-09
3424,1255,MAKI,2021-04
3425,1255,SPS,2021-07
3426,1256,RLY,2020-09
3427,1257,ASAP,2021-04
3428,1258,OGN,2018-04
3429,1258,SENSE,2015-01
3430,1259,SHX,2018-07
3431,1260,PUSH,2020-12
3432,1261,HOT,2020-01
3433,1262,HNS,2012-11
3434,1263,NAOS,2021-04
3435,1264,DODO,2020-10
3436,1264,IF,2021-06
3437,1264,KDA,2018-04
3438,1264,NAOS,2021-04
3439,1265,CHEX,2020-11
3440,1266,PUSH,2020-12
3441,1267,OPT,2020-01
3442,1268,CVC,2016-01
3443,1269,BUX,2021-04
3444,1270,SHEESHA,2021-04
3445,1271,VET,2018-05
3446,1272,INJ,2021-04
3447,1272,MAKI,2021-04
3448,1272,PTF,2020-09
3449,1272,REEF,2020-09
3450,1272,SI,2020-12
3451,1272,TIDAL,2020-12
3452,1273,INJ,2020-07
3453,1273,OPIUM,2020-10
3454,1274,STX,2017-12
3455,1275,BVOL,2015-03
3456,1275,FTT,2015-03
3457,1275,HEDGE,2015-03
3458,1276,DREP,2019-03
3459,1276,MITH,2018-01
3460,1277,AUCTION,2019-06
3461,1277,CXO,2017-11
3462,1278,IDLE,2020-11
3463,1279,SHEESHA,2021-04
3464,1280,CKB,2018-07
3465,1281,SPIKE,2016-02
3466,1282,RLY,2012-06
3467,1283,CELO,2018-06
3468,1284,ID,2018-04
3469,1284,PTOY,2019-08
3470,1285,OPEN,2018-03
3471,1286,PRO,2019-04
3472,1287,BEST,2021-08
3473,1288,GMEE,2021-05
3474,1288,PAX,2020-12
3475,1288,PAXG,2020-12
3476,1289,FIL,2017-08
3477,1289,PAX,2013-11
3478,1289,PAXG,2013-11
3479,1289,XRP,2015-05
3480,1290,VEGA,2019-10
3481,1291,BVOL,2019-08
3482,1291,FTT,2019-08
3483,1291,HEDGE,2019-08
3484,1292,SPIKE,2018-10
3485,1293,AUCTION,2018-08
3486,1294,DVPN,2020-09
3487,1295,AVAX,2019-02
3488,1295,SOL,2018-06
3489,1296,MARSH,2021-03
3490,1296,SPS,2021-07
3491,1297,OGN,2018-04
3492,1298,SHX,2018-07
3493,1299,PUSH,2020-12
3494,1300,PAX,2015-05
3495,1300,PAXG,2015-05
3496,1300,RLY,2020-09
3497,1301,ASAP,2021-04
3498,1301,BOSON,2021-03
3499,1302,MARSH,2021-03
3500,1302,PUSH,2020-12
3501,1303,STEP,2021-04
3502,1304,API3,2020-11
3503,1305,HNS,2018-10
3504,1306,GRT,2019-01
3505,1306,NU,2017-12
3506,1306,SLRS,2021-07
3507,1306,SOL,2019-07
3508,1307,SKL,2019-10
3509,1308,BEAM,2019-02
3510,1308,COTI,2019-05
3511,1309,$COIN,2014-05
3512,1310,CTXC,2015-04
3513,1311,MLN,2017-10
3514,1312,OPEN,2018-03
3515,1313,PERP,2020-08
3516,1314,CELO,2018-06
3517,1315,RLY,2012-06
3518,1316,SUB,2017-08
3519,1317,SRN,2016-04
3520,1318,WILD,2021-05
3521,1319,1INCH,2020-12
3522,1319,DODO,2020-08
3523,1320,AVAX,2021-09
3524,1320,GDT,2021-04
3525,1321,NRVE,2019-02
3526,1322,REP,2015-10
3527,1323,NRVE,2010-02
3528,1324,BVOL,2021-07
3529,1324,FTT,2021-07
3530,1324,HEDGE,2021-07
3531,1324,HNT,2021-08
3532,1325,SNT,2014-03
3533,1326,LINK,2017-09
3534,1327,NAOS,2021-04
3535,1328,OXT,2017-10
3536,1329,XCH,2021-05
3537,1330,DVF,2021-05
3538,1331,SHX,2018-07
3539,1332,REP,2013-05
3540,1332,RLY,2016-06
3541,1332,SPORTS,2018-01
3542,1332,TCT,2018-01
3543,1333,STX,2017-01
3544,1334,CTXC,2020-06
3545,1335,OPNN,2019-05
3546,1336,AUCTION,2018-12
3547,1337,DVF,2021-05
3548,1338,VGX,2018-06
3549,1339,CFG,2019-10
3550,1339,FLX,2020-08
3551,1339,RAI,2020-08
3552,1339,SI,2021-03
3553,1339,WCFG,2019-10
3554,1340,ASP,2018-03
3555,1340,GASP,2018-03
3556,1341,INST,2019-10
3557,1341,KAVA,2019-02
3558,1341,LQTY,2020-09
3559,1341,POOL,2020-10
3560,1341,SI,2020-12
3561,1342,MLN,2017-10
3562,1343,1INCH,2020-12
3563,1343,AERGO,2018-11
3564,1343,KNC,2020-08
3565,1343,KNCL,2020-08
3566,1343,KRT,2020-07
3567,1343,LUNA,2020-07
3568,1343,OPIUM,2020-10
3569,1343,SDT,2020-07
3570,1343,SI,2021-03
3571,1343,UNI,2020-09
3572,1343,VEGA,2019-10
3573,1344,CFG,2021-02
3574,1344,WCFG,2021-02
3575,1345,SOL,2019-07
3576,1346,MOB,2021-08
3577,1347,PLA,2012-08
3578,1348,FOX,2015-03
3579,1349,KIRO,2019-11
3580,1350,RLY,2012-06
3581,1351,XRP,2015-05
3582,1352,RAMP,2020-08
3583,1353,OIN,2020-08
3584,1354,IF,2021-06
3585,1355,CVC,2016-01
3586,1356,IFT,2016-01
3587,1357,ANKR,2017-11
3588,1358,BUX,2021-04
3589,1359,CFG,2018-03
3590,1359,WCFG,2018-03
3591,1360,ATP,2018-08
3592,1361,WXT,2017-03
3593,1362,XRP,2016-09
3594,1363,XRP,2016-09
3595,1364,AUCTION,2020-01
3596,1365,DEXTF,2019-11
3597,1366,SPORTS,2020-09
3598,1367,MVL,2019-12
3599,1368,IMPACT,2021-05
3600,1369,AUCTION,2020-03
3601,1369,BAND,2019-06
3602,1369,FIN,2020-10
3603,1369,GMEE,2021-05
3604,1369,KEX,2020-12
3605,1369,MASK,2020-11
3606,1369,NAOS,2021-03
3607,1369,STX,2019-07
3608,1370,API3,2019-11
3609,1370,CTSI,2018-05
3610,1370,SBTC,2020-09
3611,1370,SETH,2020-09
3612,1370,SNX,2020-09
3613,1370,sLINK,2020-09
3614,1371,DFX,2021-02
3615,1372,ARMOR,2017-04
3616,1372,arNXM,2017-04
3617,1373,CELO,2018-06
3618,1373,HNT,2013-11
3619,1373,ICP,2018-06
3620,1373,KDA,2017-04
3621,1373,LDO,2019-10
3622,1373,MET,2019-12
3623,1373,NEAR,2018-09
3624,1373,RLY,2010-12
3625,1373,SC,2019-03
3626,1373,SHIFT,2014-11
3627,1373,STETH,2019-10
3628,1373,STX,2014-11
3629,1373,TT,2018-04
3630,1373,UNI,2020-08
3631,1373,VGX,2017-06
3632,1373,XNK,2011-01
3633,1374,MVL,2019-12
3634,1375,UGAS,2018-07
3635,1376,CTXC,2021-05
3636,1377,MVL,2020-05
3637,1378,AI,2021-07
3638,1378,KRT,2021-06
3639,1378,LUNA,2021-06
3640,1378,SDT,2021-06
3641,1378,TFUEL,2019-05
3642,1378,THETA,2019-05
3643,1379,GMEE,2021-07
3644,1380,QARK,2021-06
3645,1381,NMR,2016-04
3646,1382,IF,2021-06
3647,1382,MARSH,2021-03
3648,1382,MEM,2021-05
3649,1383,VSP,2018-05
3650,1384,SI,2021-03
3651,1385,UCT,2018-03
3652,1386,HBAR,2018-02
3653,1387,NU,2017-12
3654,1388,ICX,2018-10
3655,1389,HPY,2019-12
3656,1390,ARCX,2021-06
3657,1390,ICP,2018-08
3658,1390,KDA,2018-01
3659,1390,YGG,2021-03
3660,1391,MKR,2017-12
3661,1392,GMEE,2021-07
3662,1393,CTXC,2021-05
3663,1393,DPI,2018-12
3664,1393,ID,2012-01
3665,1393,MVI,2018-12
3666,1393,NFTI,2018-12
3667,1394,PUSH,2020-12
3668,1395,BAND,2019-02
3669,1396,AUCTION,2018-12
3670,1396,DXT,2015-01
3671,1397,XRP,2015-05
3672,1398,SPORTS,2021-02
3673,1399,STX,2019-12
3674,1400,PRO,2019-06
3675,1401,CPAY,2014-02
3676,1402,CRPT,2021-03
3677,1403,CFG,2018-03
3678,1403,WCFG,2018-03
3679,1404,BVOL,2021-07
3680,1404,FTT,2021-07
3681,1404,HEDGE,2021-07
3682,1404,PAX,2020-12
3683,1404,PAXG,2020-12
3684,1405,BNB,2017-09
3685,1405,BVOL,2021-07
3686,1405,CLOUT,2021-03
3687,1405,CTXC,2021-05
3688,1405,FIL,2017-08
3689,1405,FTT,2021-07
3690,1405,HEDGE,2021-07
3691,1405,OXT,2017-10
3692,1405,VGX,2016-09
3693,1406,AERGO,2018-11
3694,1406,CKB,2018-07
3695,1406,IOST,2018-01
3696,1406,KEY,2008-06
3697,1407,AUCTION,2018-08
3698,1407,BAND,2019-02
3699,1408,CTSI,2018-03
3700,1409,RLY,2012-06
3701,1410,PHTR,2021-04
3702,1410,VEGA,2021-03
3703,1410,YGG,2021-03
3704,1411,TSX,2021-04
3705,1412,ICX,2018-10
3706,1413,STX,2014-11
3707,1414,CFX,2021-01
3708,1415,HNT,2013-11
3709,1416,VGX,2016-09
3710,1417,CWAP,2021-05
3711,1417,TBC,2021-04
3712,1418,KYL,2008-10
3713,1419,XIN,2015-09
3714,1420,$COIN,2014-05
3715,1421,WBX,2021-04
3716,1422,FORM,2021-05
3717,1422,TBC,2021-04
3718,1423,MVL,2020-05
3719,1424,VSP,2018-05
3720,1425,DVF,2021-05
3721,1426,SPS,2021-07
3722,1427,TFUEL,2017-12
3723,1427,THETA,2017-12
3724,1428,BZRX,2018-03
3725,1429,SKL,2018-10
3726,1430,FIN,2020-10
3727,1430,FTM,2018-06
3728,1430,INSUR,2020-10
3729,1430,LBA,2018-04
3730,1430,OIN,2020-08
3731,1430,PENDLE,2021-05
3732,1430,POLS,2020-09
3733,1430,PTF,2020-09
3734,1430,RAMP,2020-08
3735,1430,VEGA,2021-03
3736,1430,WFTM,2018-06
3737,1430,WILD,2021-05
3738,1431,AWS,2020-03
3739,1431,AWX,2020-03
3740,1432,GMEE,2016-04
3741,1433,FIL,2017-09
3742,1433,ZRX,2017-06
3743,1434,SRN,2013-11
3744,1435,BVOL,2020-03
3745,1435,FTT,2020-03
3746,1435,HEDGE,2020-03
3747,1435,IF,2021-06
3748,1435,MAPS,2021-01
3749,1435,MASK,2020-11
3750,1435,SOL,2021-06
3751,1435,SRM,2020-07
3752,1435,ZIG,2021-04
3753,1436,SRN,2016-04
3754,1437,BOX,2018-06
3755,1437,CEN,2018-06
3756,1437,TCASH,2018-03
3757,1437,UGAS,2018-07
3758,1438,SLRS,2021-07
3759,1438,wSIENNA,2021-05
3760,1439,AMPL,2018-12
3761,1439,FORTH,2018-12
3762,1439,HNT,2013-11
3763,1439,SOL,2019-07
3764,1439,XCH,2020-08
3765,1440,SHFT,2018-03
3766,1441,STX,2019-12
3767,1442,CELO,2018-06
3768,1442,CLOUT,2021-03
3769,1442,DPI,2018-12
3770,1442,MVI,2018-12
3771,1442,NFTI,2018-12
3772,1443,CVC,2016-01
3773,1443,RLY,2018-01
3774,1444,INXT,2020-03
3775,1445,CTXC,2020-06
3776,1445,TOPC,2019-11
3777,1446,BVOL,2021-07
3778,1446,FTT,2021-07
3779,1446,HEDGE,2021-07
3780,1446,KEEP,2021-01
3781,1446,VGX,2021-07
3782,1447,API3,2020-11
3783,1447,DON,2021-04
3784,1447,IMPACT,2021-05
3785,1447,STEP,2021-04
3786,1447,UNN,2020-11
3787,1448,STMX,2021-04
3788,1449,PAX,2015-05
3789,1449,PAXG,2015-05
3790,1450,MLN,2017-10
3791,1450,RAISE,2015-01
3792,1451,BOX,2018-06
3793,1451,MCX,2018-01
3794,1451,MITH,2018-01
3795,1451,OGN,2018-04
3796,1451,OPEN,2018-03
3797,1451,PENDLE,2021-05
3798,1451,PLA,2018-11
3799,1451,TT,2018-04
3800,1452,CXO,2017-11
3801,1453,LINA,2020-09
3802,1454,CVC,2016-01
3803,1455,CBAT,2018-05
3804,1455,CCOMP,2018-05
3805,1455,CDAI,2018-05
3806,1455,COMP,2018-05
3807,1455,CREP,2018-05
3808,1455,CUNI,2018-05
3809,1455,CWBTC,2018-05
3810,1455,CZRX,2018-05
3811,1455,GRT,2019-01
3812,1456,HNS,2016-03
3813,1457,$COIN,2014-05
3814,1458,$COIN,2014-05
3815,1458,BXC,2018-09
3816,1458,HNS,2016-11
3817,1458,UNI,2021-05
3818,1459,ASAP,2021-04
3819,1459,BYN,2021-06
3820,1459,DON,2021-04
3821,1459,FORM,2021-05
3822,1459,GLCH,2020-12
3823,1459,HOPR,2020-07
3824,1459,MEM,2021-05
3825,1459,MoFi,2021-04
3826,1459,OCC,2021-06
3827,1459,RAGE,2021-03
3828,1459,RAZOR,2020-11
3829,1459,SHLD,2021-05
3830,1459,TSX,2021-04
3831,1459,UGAS,2018-07
3832,1459,UNN,2020-11
3833,1460,MARSH,2021-03
3834,1461,TFUEL,2017-12
3835,1461,THETA,2017-12
3836,1462,BOSON,2021-03
3837,1462,YGG,2021-03
3838,1462,ZOMB,2020-11
3839,1463,DPI,2021-05
3840,1463,MVI,2021-05
3841,1463,NFTI,2021-05
3842,1464,BEST,2020-04
3843,1465,SAND,2020-03
3844,1466,LPT,2019-06
3845,1467,XRP,2016-09
3846,1468,AAVE,2020-10
3847,1468,FLX,2020-08
3848,1468,INST,2021-06
3849,1468,RAI,2020-08
3850,1469,VGX,2018-06
3851,1470,BOND,2020-09
3852,1470,DVF,2021-05
3853,1470,MPL,2020-12
3854,1470,POOL,2020-10
3855,1470,VEGA,2021-03
3856,1471,REP,2013-05
3857,1472,HPB,2018-06
3858,1473,DVF,2021-05
3859,1474,AXIS,2020-05
3860,1475,PTOY,2016-10
3861,1476,CND,2016-06
3862,1477,GMEE,2016-04
3863,1478,TKN,2012-05
3864,1479,PAY,2015-07
3865,1480,STORJ,2017-01
3866,1481,TBC,2021-04
3867,1482,ARMOR,2011-09
3868,1482,arNXM,2011-09
3869,1483,AUDIO,2021-09
